unit_id,timestamp,hour,o_arrive,o_leave,o_stay,商业,办公,交通,居住,公服,教育,医疗,文体,其它
plot_10848,2021-04-01 13:00:00,13,0.0,41.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 14:00:00,14,0.0,27.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 15:00:00,15,0.0,30.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 16:00:00,16,0.0,27.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 17:00:00,17,0.0,25.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 18:00:00,18,0.0,19.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 19:00:00,19,0.0,36.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 20:00:00,20,0.0,25.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 21:00:00,21,0.0,28.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 22:00:00,22,0.0,21.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-01 23:00:00,23,0.0,32.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-02 00:00:00,0,0.0,23.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-02 01:00:00,1,0.0,21.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-02 02:00:00,2,0.0,24.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-02 03:00:00,3,0.0,30.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-02 04:00:00,4,0.0,25.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10848,2021-04-02 05:00:00,5,0.0,20.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10849,2021-04-01 06:00:00,6,16.51,0.0,895.19,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 07:00:00,7,24.4,0.0,1258.82,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 08:00:00,8,11.98,0.0,1125.04,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 09:00:00,9,30.43,0.0,1437.13,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 10:00:00,10,21.46,0.0,1244.75,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 11:00:00,11,21.53,0.0,1126.71,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 12:00:00,12,20.48,0.0,748.04,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 13:00:00,13,24.89,0.0,669.63,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 14:00:00,14,20.1,0.0,608.56,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 15:00:00,15,40.79,0.0,883.31,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 16:00:00,16,23.44,0.0,1145.21,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 17:00:00,17,45.13,0.0,1331.15,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 18:00:00,18,14.12,0.0,1418.31,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 19:00:00,19,20.86,0.0,1357.77,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 20:00:00,20,19.72,0.0,1206.14,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 21:00:00,21,40.72,0.0,782.45,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 22:00:00,22,22.45,0.0,685.56,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-01 23:00:00,23,26.01,0.0,585.62,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-02 00:00:00,0,14.75,0.0,411.36,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-02 01:00:00,1,30.83,0.0,309.88,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-02 02:00:00,2,24.05,0.0,372.48,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-02 03:00:00,3,18.43,0.0,389.55,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-02 04:00:00,4,14.16,0.0,477.59,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
plot_10849,2021-04-02 05:00:00,5,12.32,0.0,710.63,16.0,29.0,11.0,28.0,24.0,17.0,29.0,34.0,38.0
